순위,관광지명,주소,분류,
1,대흥사,전남 해남군 대흥사길 400-0,역사관광지,전라남도 해남군
2,땅끝전망대,전남 해남군 땅끝마을길 100-0,기타관광지,전라남도 해남군
3,미황사,전남 해남군 미황사길 164-0,역사관광지,전라남도 해남군
4,땅끝국민관광지,전남 해남군 땅끝마을길 42-0,기타관광지,전라남도 해남군
5,우수영국민관광지,전남 해남군,기타관광지,전라남도 해남군
6,두륜산케이블카,전남 해남군 대흥사길 88-45,기타관광지,전라남도 해남군
7,도솔암,전남 해남군 마봉송종길 355-300,역사관광지,전라남도 해남군
8,땅끝전망대,전남 해남군 땅끝마을길 100-0,문화관광,전라남도 해남군
9,땅끝전망대,전남 해남군,기타관광지,전라남도 해남군
10,땅끝모노레일,전남 해남군 땅끝마을길 60-28,기타관광지,전라남도 해남군
11,대흥사,전남 해남군 대흥사길 400-0,역사관광,전라남도 해남군
12,송호해수욕장,전남 해남군,자연관광지,전라남도 해남군
13,땅끝선착장,전남 해남군 땅끝마을길 70-14,자연관광지,전라남도 해남군
14,해남공룡박물관,전남 해남군 공룡박물관길 234-1,문화시설,전라남도 해남군
15,미황사,전남 해남군 미황사길 164-0,역사관광,전라남도 해남군
16,울돌목스카이워크,전남 해남군,기타관광지,전라남도 해남군
17,하나로마트/해남농협,전남 해남군 남부순환로 86-0,쇼핑,전라남도 해남군
18,4est수목원,전남 해남군,문화관광,전라남도 해남군
19,땅끝모노레일,전남 해남군 땅끝마을길 60-28,문화관광,전라남도 해남군
20,두륜산케이블카,전남 해남군 대흥사길 88-45,기타관광,전라남도 해남군
21,우수영국민관광지,전남 해남군,문화관광,전라남도 해남군
22,도솔암,전남 해남군 마봉송종길 355-300,역사관광,전라남도 해남군
23,땅끝국민관광지,전남 해남군 땅끝마을길 42-0,문화관광,전라남도 해남군
24,송호해수욕장,전남 해남군,자연관광,전라남도 해남군
25,땅끝해양자연사박물관,전남 해남군 땅끝마을길 89-0,문화시설,전라남도 해남군
26,해남5일시장,전남 해남군 중앙2로 100-2,쇼핑,전라남도 해남군
27,파인비치골프링크스,전남 해남군 시아로 224-0,레포츠(육상/해상/항공),전라남도 해남군
28,고산윤선도유적지,전남 해남군 녹우당길 135-0,역사관광지,전라남도 해남군
29,땅끝선착장,전남 해남군 땅끝마을길 70-14,기타관광,전라남도 해남군
30,명량해상케이블카/진도대교광장하부승강장,전남 해남군,기타관광지,전라남도 해남군
31,해남매일시장,전남 해남군 천변2길 27-0,쇼핑,전라남도 해남군
32,다이소/해남중앙점,전남 해남군 중앙1로 170-0,쇼핑,전라남도 해남군
33,해남공룡박물관,전남 해남군 공룡박물관길 234-1,문화관광,전라남도 해남군
34,울돌목스카이워크,전남 해남군,기타관광,전라남도 해남군
35,솔라시도CC,전남 해남군,레포츠(육상/해상/항공),전라남도 해남군
36,명량해상케이블카/해남 스테이션,전남 해남군 관광레저로 12-20,기타관광지,전라남도 해남군
37,땅끝해양자연사박물관,전남 해남군 땅끝마을길 89-0,문화관광,전라남도 해남군
38,해남수국축제,전남 해남군,문화관광,전라남도 해남군
39,4est수목원,전남 해남군,휴양관광지,전라남도 해남군
40,오소재약수터,전남 해남군,자연관광지,전라남도 해남군
41,갈두항,전남 해남군 땅끝마을길 0-0,자연관광지,전라남도 해남군
42,하나로마트/해남진도축협해리점,전남 해남군 남부순환로 17-0,쇼핑,전라남도 해남군
43,하나로미니/해남농협중앙지점,전남 해남군 중앙1로 181-0,쇼핑,전라남도 해남군
44,두륜산도립공원,전남 해남군 대흥사길 326-8,자연관광지,전라남도 해남군
45,고산윤선도유적지,전남 해남군 녹우당길 135-0,역사관광,전라남도 해남군
46,목포구등대,전남 해남군 매봉길 582-0,자연관광지,전라남도 해남군
47,보해매실농원,전남 해남군 예덕길 125-89,레포츠(육상/해상/항공),전라남도 해남군
48,하나로마트/땅끝농협본점,전남 해남군 산정1길 79-0,쇼핑,전라남도 해남군
49,해남윤씨녹우당,전남 해남군 녹우당길 135-0,역사관광지,전라남도 해남군
50,해남우수영여객선임시터미널,전남 해남군 우수영안길 96-0,자연관광지,전라남도 해남군
51,다이소/해남점,전남 해남군 천변1길 42-0,쇼핑,전라남도 해남군
52,파인비치골프링크스,전남 해남군 시아로 224-0,레저스포츠,전라남도 해남군
53,우수영5일시장,전남 해남군,쇼핑,전라남도 해남군
54,삼성전자서비스/해남센터,전남 해남군 남부순환로 134-0,쇼핑,전라남도 해남군
55,남창시장,전남 해남군 달량진길 52-10,쇼핑,전라남도 해남군
56,명량해상케이블카/해남 스테이션,전남 해남군 관광레저로 12-20,기타관광,전라남도 해남군
57,갈두항,전남 해남군 땅끝마을길 0-0,자연관광,전라남도 해남군
58,솔라시도CC,전남 해남군,레저스포츠,전라남도 해남군
59,사구미해변,전남 해남군,자연관광지,전라남도 해남군
60,명량해상케이블카/진도대교광장하부승강장,전남 해남군,기타관광,전라남도 해남군
61,땅끝항여객선터미널,전남 해남군 땅끝마을길 111-0,자연관광지,전라남도 해남군
62,하나로마트/문내농협본점,전남 해남군 문내화원로 10-0,쇼핑,전라남도 해남군
63,별암선착장,전남 해남군 영호길 42-18,자연관광지,전라남도 해남군
64,해남임시매일시장,전남 해남군 천변2길 27-0,쇼핑,전라남도 해남군
65,명량대첩해전사기념전시관,전남 해남군 관광레저로 12-0,문화시설,전라남도 해남군
66,흑석산자연휴양림,전남 해남군 산골길 306-0,자연관광지,전라남도 해남군
67,두륜산도립공원,전남 해남군 대흥사길 326-8,자연관광,전라남도 해남군
68,오소재약수터,전남 해남군,자연관광,전라남도 해남군
69,땅끝항여객선터미널,전남 해남군 땅끝마을길 111-0,기타관광,전라남도 해남군
70,두륜미로파크,전남 해남군 대흥사길 88-11,문화관광,전라남도 해남군
71,송평해변,전남 해남군,자연관광지,전라남도 해남군
72,땅끝탑,전남 해남군,역사관광지,전라남도 해남군
73,해남윤씨녹우당,전남 해남군 녹우당길 135-0,역사관광,전라남도 해남군
74,우슬체육관,전남 해남군 해남로 72-0,기타관광지,전라남도 해남군
75,흑석산자연휴양림,전남 해남군 산골길 306-0,자연관광,전라남도 해남군
76,목포구등대,전남 해남군 매봉길 582-0,문화관광,전라남도 해남군
77,두륜미로파크,전남 해남군 대흥사길 88-11,문화시설,전라남도 해남군
78,미황사대웅전,전남 해남군 미황사길 164-0,역사관광지,전라남도 해남군
79,하나로마트/해남화원농협,전남 해남군 청용길 39-0,쇼핑,전라남도 해남군
80,땅끝조각공원,전남 해남군 땅끝해안로 2785-0,자연관광지,전라남도 해남군
