유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
충청북도 청주시 청원구 , 충청북도 증평군,27.6,1
충청북도 괴산군 , 충청북도 증평군,14.5,1
충청북도 진천군 , 충청북도 증평군,13.6,1
충청북도 청주시 흥덕구 , 충청북도 증평군,7.0,1
충청북도 음성군 , 충청북도 증평군,6.6,1
충청북도 청주시 상당구 , 충청북도 증평군,5.7,1
충청북도 청주시 서원구 , 충청북도 증평군,3.1,1
충청북도 충주시 , 충청북도 증평군,2.0,1
경기도 안성시 , 충청북도 증평군,1.6,1
세종특별자치시  , 충청북도 증평군,1.4,1
충청남도 천안시 동남구 , 충청북도 증평군,1.2,1
대전광역시 유성구 , 충청북도 증평군,0.9,1
충청남도 천안시 서북구 , 충청북도 증평군,0.8,1
경기도 화성시 , 충청북도 증평군,0.8,1
경기도 이천시 , 충청북도 증평군,0.8,1
경기도 평택시 , 충청북도 증평군,0.6,1
대전광역시 대덕구 , 충청북도 증평군,0.5,1
경기도 용인시 기흥구 , 충청북도 증평군,0.4,1
대전광역시 서구 , 충청북도 증평군,0.4,1
충청남도 아산시 , 충청북도 증평군,0.4,1
 충청북도 증평군,충청북도 청주시 청원구,31.2,2
 충청북도 증평군,충청북도 청주시 흥덕구,11.1,2
 충청북도 증평군,충청북도 청주시 상당구,9.2,2
 충청북도 증평군,충청북도 괴산군,7.4,2
 충청북도 증평군,충청북도 진천군,6.6,2
 충청북도 증평군,충청북도 음성군,5.2,2
 충청북도 증평군,충청북도 청주시 서원구,5.1,2
 충청북도 증평군,충청북도 충주시,3.3,2
 충청북도 증평군,세종특별자치시 ,1.6,2
 충청북도 증평군,대전광역시 유성구,1.2,2
 충청북도 증평군,충청남도 천안시 동남구,1.2,2
 충청북도 증평군,경기도 이천시,0.9,2
 충청북도 증평군,충청남도 천안시 서북구,0.9,2
 충청북도 증평군,경상북도 문경시,0.9,2
 충청북도 증평군,경기도 안성시,0.8,2
 충청북도 증평군,경기도 여주시,0.7,2
 충청북도 증평군,경기도 평택시,0.6,2
 충청북도 증평군,충청북도 제천시,0.5,2
 충청북도 증평군,충청북도 보은군,0.5,2
 충청북도 증평군,대전광역시 서구,0.4,2
