유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경상남도 함양군 , 경상남도 거창군,17.0,1
경상남도 합천군 , 경상남도 거창군,11.5,1
대구광역시 달서구 , 경상남도 거창군,6.6,1
전라북도 무주군 , 경상남도 거창군,5.6,1
대구광역시 달성군 , 경상남도 거창군,5.5,1
경상남도 진주시 , 경상남도 거창군,4.3,1
경상북도 고령군 , 경상남도 거창군,4.2,1
경상남도 산청군 , 경상남도 거창군,3.6,1
대구광역시 북구 , 경상남도 거창군,2.8,1
대구광역시 수성구 , 경상남도 거창군,2.2,1
경상북도 김천시 , 경상남도 거창군,2.0,1
대구광역시 동구 , 경상남도 거창군,1.5,1
경상남도 김해시 , 경상남도 거창군,1.5,1
경상북도 구미시 , 경상남도 거창군,1.3,1
충청남도 금산군 , 경상남도 거창군,1.2,1
대구광역시 서구 , 경상남도 거창군,1.2,1
전라북도 남원시 , 경상남도 거창군,1.2,1
경상남도 함안군 , 경상남도 거창군,1.1,1
전라북도 장수군 , 경상남도 거창군,1.1,1
경상북도 경산시 , 경상남도 거창군,1.1,1
 경상남도 거창군,경상남도 함양군,14.2,2
 경상남도 거창군,경상남도 합천군,8.7,2
 경상남도 거창군,전라북도 무주군,6.7,2
 경상남도 거창군,대구광역시 달서구,5.5,2
 경상남도 거창군,경상남도 산청군,4.4,2
 경상남도 거창군,대구광역시 달성군,4.0,2
 경상남도 거창군,경상남도 진주시,3.7,2
 경상남도 거창군,대구광역시 수성구,3.0,2
 경상남도 거창군,경상북도 고령군,2.3,2
 경상남도 거창군,전라북도 남원시,2.3,2
 경상남도 거창군,경상북도 김천시,2.2,2
 경상남도 거창군,대구광역시 동구,2.1,2
 경상남도 거창군,대구광역시 중구,1.9,2
 경상남도 거창군,대구광역시 북구,1.8,2
 경상남도 거창군,경상북도 경주시,1.8,2
 경상남도 거창군,경상남도 사천시,1.6,2
 경상남도 거창군,대구광역시 남구,1.2,2
 경상남도 거창군,전라북도 전주시 완산구,1.1,2
 경상남도 거창군,경상북도 성주군,1.0,2
 경상남도 거창군,경상남도 창녕군,1.0,2
