유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라북도 정읍시 , 전라북도 고창군,10.9,1
전라남도 영광군 , 전라북도 고창군,9.2,1
전라북도 부안군 , 전라북도 고창군,9.1,1
전라남도 장성군 , 전라북도 고창군,7.6,1
광주광역시 광산구 , 전라북도 고창군,7.3,1
광주광역시 북구 , 전라북도 고창군,6.4,1
전라북도 군산시 , 전라북도 고창군,4.6,1
광주광역시 서구 , 전라북도 고창군,4.3,1
전라북도 전주시 완산구 , 전라북도 고창군,3.7,1
전라북도 김제시 , 전라북도 고창군,3.2,1
전라북도 전주시 덕진구 , 전라북도 고창군,2.9,1
전라북도 익산시 , 전라북도 고창군,2.5,1
광주광역시 남구 , 전라북도 고창군,1.7,1
전라남도 담양군 , 전라북도 고창군,1.7,1
전라북도 완주군 , 전라북도 고창군,1.3,1
광주광역시 동구 , 전라북도 고창군,1.2,1
전라남도 목포시 , 전라북도 고창군,1.2,1
전라남도 함평군 , 전라북도 고창군,1.2,1
충청남도 서천군 , 전라북도 고창군,1.1,1
전라남도 무안군 , 전라북도 고창군,1.0,1
 전라북도 고창군,전라남도 영광군,13.6,2
 전라북도 고창군,전라북도 부안군,11.9,2
 전라북도 고창군,전라북도 정읍시,8.4,2
 전라북도 고창군,전라남도 목포시,7.3,2
 전라북도 고창군,광주광역시 광산구,7.2,2
 전라북도 고창군,전라북도 군산시,6.5,2
 전라북도 고창군,광주광역시 서구,4.7,2
 전라북도 고창군,광주광역시 북구,3.6,2
 전라북도 고창군,전라남도 장성군,3.4,2
 전라북도 고창군,전라남도 담양군,3.2,2
 전라북도 고창군,전라북도 전주시 완산구,2.8,2
 전라북도 고창군,전라남도 무안군,2.2,2
 전라북도 고창군,전라북도 전주시 덕진구,1.6,2
 전라북도 고창군,전라남도 나주시,1.5,2
 전라북도 고창군,전라북도 김제시,1.5,2
 전라북도 고창군,전라남도 함평군,1.3,2
 전라북도 고창군,전라북도 익산시,1.3,2
 전라북도 고창군,광주광역시 동구,1.1,2
 전라북도 고창군,전라남도 완도군,1.0,2
 전라북도 고창군,전라남도 영암군,1.0,2
