유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
광주광역시 광산구 , 전라남도 장성군,29.6,1
광주광역시 북구 , 전라남도 장성군,22.0,1
광주광역시 서구 , 전라남도 장성군,11.4,1
전라남도 담양군 , 전라남도 장성군,4.9,1
전라북도 정읍시 , 전라남도 장성군,4.2,1
광주광역시 남구 , 전라남도 장성군,3.9,1
전라북도 고창군 , 전라남도 장성군,3.1,1
광주광역시 동구 , 전라남도 장성군,2.7,1
전라남도 나주시 , 전라남도 장성군,2.5,1
전라남도 영광군 , 전라남도 장성군,1.3,1
전라남도 함평군 , 전라남도 장성군,1.1,1
전라북도 순창군 , 전라남도 장성군,1.1,1
전라북도 전주시 완산구 , 전라남도 장성군,0.8,1
전라남도 무안군 , 전라남도 장성군,0.6,1
전라남도 순천시 , 전라남도 장성군,0.6,1
전라북도 익산시 , 전라남도 장성군,0.6,1
전라북도 전주시 덕진구 , 전라남도 장성군,0.6,1
전라남도 목포시 , 전라남도 장성군,0.6,1
전라북도 김제시 , 전라남도 장성군,0.5,1
전라북도 부안군 , 전라남도 장성군,0.5,1
 전라남도 장성군,광주광역시 광산구,33.0,2
 전라남도 장성군,광주광역시 북구,11.6,2
 전라남도 장성군,광주광역시 서구,11.3,2
 전라남도 장성군,전라남도 담양군,7.8,2
 전라남도 장성군,전라북도 고창군,6.3,2
 전라남도 장성군,전라북도 정읍시,3.7,2
 전라남도 장성군,전라남도 나주시,3.0,2
 전라남도 장성군,광주광역시 동구,2.3,2
 전라남도 장성군,광주광역시 남구,2.1,2
 전라남도 장성군,전라남도 영광군,1.8,2
 전라남도 장성군,전라남도 목포시,1.5,2
 전라남도 장성군,전라북도 전주시 완산구,1.5,2
 전라남도 장성군,전라남도 함평군,1.1,2
 전라남도 장성군,전라북도 부안군,1.0,2
 전라남도 장성군,전라북도 전주시 덕진구,0.9,2
 전라남도 장성군,전라북도 군산시,0.9,2
 전라남도 장성군,전라남도 화순군,0.8,2
 전라남도 장성군,전라남도 무안군,0.6,2
 전라남도 장성군,전라북도 익산시,0.5,2
 전라남도 장성군,전라남도 여수시,0.4,2
