유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경상남도 거제시 , 경상남도 통영시,28.9,1
경상남도 고성군 , 경상남도 통영시,16.5,1
경상남도 진주시 , 경상남도 통영시,5.5,1
경상남도 창원시 마산합포구 , 경상남도 통영시,4.5,1
경상남도 김해시 , 경상남도 통영시,2.7,1
경상남도 사천시 , 경상남도 통영시,2.6,1
경상남도 산청군 , 경상남도 통영시,2.2,1
부산광역시 강서구 , 경상남도 통영시,2.1,1
경상남도 창원시 성산구 , 경상남도 통영시,2.1,1
경상남도 창원시 마산회원구 , 경상남도 통영시,1.9,1
경상남도 함양군 , 경상남도 통영시,1.8,1
경상남도 창원시 의창구 , 경상남도 통영시,1.1,1
충청남도 금산군 , 경상남도 통영시,1.1,1
경상남도 창원시 진해구 , 경상남도 통영시,1.0,1
경상남도 남해군 , 경상남도 통영시,1.0,1
전라북도 장수군 , 경상남도 통영시,1.0,1
경상남도 양산시 , 경상남도 통영시,0.8,1
전라남도 광양시 , 경상남도 통영시,0.8,1
경상남도 함안군 , 경상남도 통영시,0.8,1
경상남도 창녕군 , 경상남도 통영시,0.7,1
 경상남도 통영시,경상남도 거제시,48.5,2
 경상남도 통영시,경상남도 고성군,14.5,2
 경상남도 통영시,경상남도 진주시,6.5,2
 경상남도 통영시,경상남도 사천시,3.7,2
 경상남도 통영시,경상남도 창원시 마산합포구,3.2,2
 경상남도 통영시,경상남도 김해시,2.1,2
 경상남도 통영시,경상남도 창원시 성산구,1.7,2
 경상남도 통영시,전라남도 여수시,1.4,2
 경상남도 통영시,경상남도 남해군,1.2,2
 경상남도 통영시,부산광역시 강서구,1.1,2
 경상남도 통영시,경상남도 창원시 진해구,0.9,2
 경상남도 통영시,부산광역시 기장군,0.9,2
 경상남도 통영시,부산광역시 해운대구,0.7,2
 경상남도 통영시,경상남도 창원시 의창구,0.7,2
 경상남도 통영시,경상남도 산청군,0.6,2
 경상남도 통영시,경상남도 창원시 마산회원구,0.6,2
 경상남도 통영시,경상남도 하동군,0.5,2
 경상남도 통영시,부산광역시 부산진구,0.5,2
 경상남도 통영시,경상남도 함안군,0.4,2
 경상남도 통영시,전라남도 순천시,0.4,2
